Colombia,2211,2448,228,114,src/images/Outlines/Lots/Colombia.png
Admin_Visitor,2040,1442,114,171,src/images/Outlines/Lots/Admin_Visitor.png
Discovery,1651,2562,171,171,src/images/Outlines/Lots/Discovery.png
Strip,2660,2105,85,142,src/images/Outlines/Lots/Strip.png
MandS,2888,1745,114,171,src/images/Outlines/Lots/MandS.png
Sabre,2854,1974,171,142,src/images/Outlines/Lots/Sabre.png
