Blue,1910,654
Blue,1898,729
Blue,1896,818
Blue,1902,893
Blue,1900,970
Blue,1892,1055
Blue,1892,1128
Blue,1902,1213
Blue,1740,664
Blue,1736,739
Blue,1740,816
Blue,1733,887
Blue,1733,984
Blue,1729,1064
Blue,1738,1134
Blue,1742,1199
Blue,2280,1561
Blue,2278,1652
Blue,2274,1744
Blue,2276,1829
Blue,2280,1914
Blue,2270,2254
Blue,2258,2337
Blue,2270,2436
Blue,2274,2522
Blue,2162,2663
Blue,2068,2657
Blue,1996,2663
Blue,1912,2647
Blue,1892,2210
Blue,1885,2127
Blue,1896,2037
Blue,1892,1960
Blue,1896,1896
Blue,1904,1815
Blue,1902,1717
Blue,1898,1656
Blue,1906,1575
Blue,1902,1490
Blue,1891,1399
Blue,1740,1407
Blue,1742,1488
Blue,1738,1584
Blue,1736,1656
Blue,1731,1727
Blue,1735,1798
Blue,1740,1885
Blue,1740,1958
Blue,1733,2045
Blue,1735,2118
Blue,1733,2204
Blue,1353,2538
Blue,1359,2439
Blue,1351,2364
Blue,1357,2289
Blue,1347,2214
Blue,1349,2122
Blue,1353,2062
Blue,1349,1981
Blue,1346,1906
Blue,1355,1808
Blue,1353,1752
Blue,1351,1650
Blue,1349,1569
Blue,1357,1480
Blue,1357,1409
Blue,1355,1324
Blue,1349,593
Blue,1351,512
Blue,1357,425
Blue,1346,348
Blue,1347,258
Blue,1494,132
Blue,1561,129
Blue,1640,138
Blue,1735,142
Blue,2276,581
Blue,2270,491
Handicap,2274,383
Handicap,2268,2000
Handicap,2270,2149
EV,2341,870
EV,2335,758
