Government,250,1283
Government,269,1243
Government,293,1204
Government,310,1172
Government,331,1142
Government,348,1110
Government,368,1078
Government,387,1052
Government,408,1020
Government,427,984
Government,524,962
Government,560,979
Government,626,1033
Government,667,1061
Government,699,1080
Government,729,1099
Yellow/Green/Blue,759,1119
Yellow/Green/Blue,789,1136
Yellow/Green/Blue,819,1159
Yellow/Green/Blue,851,1172
Yellow/Green/Blue,879,1189
Yellow/Green/Blue,911,1215
Yellow/Green/Blue,945,1228
Yellow/Green/Blue,977,1243
Yellow/Green/Blue,502,1196
Yellow/Green/Blue,479,1226
Yellow/Green/Blue,466,1260
Yellow/Green/Blue,445,1285
Yellow/Green/Blue,425,1322
Yellow/Green/Blue,406,1350
Yellow/Green/Blue,389,1377
Yellow/Green/Blue,560,1232
Yellow/Green/Blue,543,1262
Yellow/Green/Blue,524,1298
Yellow/Green/Blue,504,1326
Yellow/Green/Blue,485,1354
Yellow/Green/Blue,468,1386
Yellow/Green/Blue,445,1412
Yellow/Green/Blue,710,1322
Yellow/Green/Blue,693,1352
Yellow/Green/Blue,669,1380
Yellow/Green/Blue,648,1410
Yellow/Green/Blue,631,1444
Yellow/Green/Blue,611,1474
Yellow/Green/Blue,592,1506
Yellow/Green/Blue,780,1362
Yellow/Green/Blue,759,1392
Yellow/Green/Blue,742,1422
Yellow/Green/Blue,721,1454
Yellow/Green/Blue,701,1484
Yellow/Green/Blue,680,1514
Yellow/Green/Blue,659,1540
Handicap,434,1634
Handicap,494,1668
Handicap,530,1690
Handicap,592,1724
Handicap,774,1852
Handicap,847,1893
University,340,1576
Veteran,368,1591
Veteran,400,1609
Government,299,1557
Yellow/Green/Blue,872,1912
Yellow/Green/Blue,898,1932
Yellow/Green/Blue,930,1951
Yellow/Green/Blue,964,1970
Yellow/Green/Blue,997,1994
Yellow/Green/Blue,1044,2015
Yellow/Green/Blue,1074,2039
Yellow/Green/Blue,1101,2056
Yellow/Green/Blue,1134,2071
Yellow/Green/Blue,1476,1521
Yellow/Green/Blue,1454,1549
