Handicap,1018,2503
Handicap,872,2501
Handicap,1261,2503
Handicap,400,171
Handicap,142,179
Yellow,2004,2532
Yellow,1885,2528
Yellow,1758,2545
Yellow,1634,2534
Yellow,1519,2536
Yellow,1394,2532
Yellow,115,2522
Yellow,248,2520
Yellow,362,2513
Yellow,492,2511
Yellow,620,2495
Yellow,546,1902
Yellow,672,1906
Yellow,801,1916
Yellow,928,1921
Yellow,1051,1910
Yellow,1182,1923
Yellow,1297,1933
Yellow,1407,1929
Yellow,1529,1925
Yellow,1638,1931
Yellow,552,1673
Yellow,668,1663
Yellow,787,1665
Yellow,920,1658
Yellow,1032,1661
Yellow,1155,1652
Yellow,1276,1671
Yellow,1417,1673
Yellow,1538,1661
Yellow,1658,1669
Yellow,1787,1671
Yellow,543,1061
Yellow,679,1055
Yellow,789,1061
Yellow,914,1055
Yellow,1051,1041
Yellow,558,797
Yellow,685,787
Yellow,795,791
Yellow,933,795
Yellow,1045,791
Yellow,1172,1024
Yellow,1172,808
Yellow,1292,1026
Yellow,1288,822
Yellow,1415,1074
Yellow,1413,789
Yellow,1542,1072
Yellow,1536,785
Yellow,2328,2391
Yellow,2387,2281
Yellow,2455,2179
Yellow,2516,2072
Yellow,2586,1971
Yellow,566,204
Yellow,673,190
Yellow,787,194
Yellow,1663,1053
Yellow,1792,1076
Yellow,1917,1078
Yellow,2035,1093
Yellow,2170,1088
Yellow,2291,1086
Yellow,2399,1089
Yellow,2549,1080
Yellow,1675,791
Yellow,1783,787
Yellow,1916,797
Yellow,2029,810
Yellow,2164,808
Yellow,2281,808
Yellow,2401,803
Yellow,2520,804
Yellow,2655,799
Yellow,935,188
Yellow,1053,188
Yellow,1188,192
Yellow,1307,202
Yellow,1423,190
Yellow,1534,200
Yellow,1656,196
Yellow,1788,198
Yellow,1908,202
Yellow,2039,204
Yellow,2154,206
Yellow,2301,209
Yellow,2407,211
Yellow,2534,211
Yellow,2651,217
Yellow,2786,217
Yellow,2900,204
