Yellow,2978,316
Yellow,2909,316
Yellow,2817,312
Yellow,2721,312
Yellow,2640,314
Yellow,2552,312
Yellow,2460,310
Yellow,3594,442
Yellow,3590,524
Yellow,3590,607
Yellow,3579,701
Yellow,3588,785
Yellow,3586,864
Yellow,3577,941
Yellow,3573,1039
Yellow,3575,1125
Yellow,3577,1221
Yellow,3562,1870
Yellow,3556,1771
Yellow,3556,1681
Yellow,3061,723
Yellow,2984,723
Yellow,2897,721
Yellow,2805,718
Yellow,2715,712
Yellow,2636,714
Yellow,2552,712
Yellow,2454,714
Yellow,3066,945
Yellow,2980,945
Yellow,2894,941
Yellow,2790,941
Yellow,2715,947
Yellow,2625,941
Yellow,2539,941
Yellow,2454,930
Yellow,3068,1345
Yellow,3059,1576
Yellow,2974,1343
Yellow,2959,1574
Yellow,2877,1572
Yellow,2785,1572
Yellow,2700,1568
Yellow,2614,1568
Yellow,2522,1566
Yellow,2439,1570
Yellow,2432,1337
Yellow,2522,1337
Yellow,2618,1341
Yellow,2708,1343
Yellow,2792,1345
Yellow,2875,1345
Yellow,2240,323
Yellow,2229,710
Yellow,2231,928
Yellow,2214,1324
Yellow,2218,1561
Yellow,3312,1970
Yellow,3233,1974
Yellow,3136,1974
Yellow,3051,1977
Yellow,2954,1974
Yellow,2862,1964
Yellow,2798,1972
Yellow,2693,1972
Yellow,2599,1972
Yellow,2526,1970
Yellow,2150,305
Yellow,2146,723
Yellow,2060,314
Yellow,1966,318
Yellow,1891,310
Yellow,1784,299
Yellow,1707,303
Yellow,1621,299
Yellow,1531,301
Yellow,1439,691
Yellow,1433,310
Yellow,1531,686
Yellow,1609,699
Yellow,1692,695
Yellow,1790,701
Yellow,1865,703
Yellow,1968,703
Yellow,2060,699
Yellow,2139,926
Yellow,2047,917
Yellow,1972,926
Yellow,1876,913
Yellow,1788,913
Yellow,1690,909
Yellow,1602,913
Yellow,1521,924
Yellow,1427,915
Yellow,1427,1311
Yellow,1508,1315
Yellow,1604,1315
Yellow,1675,1320
Yellow,1786,1322
Yellow,1855,1322
Yellow,1951,1326
Yellow,2045,1328
Yellow,2124,1333
Yellow,2126,1553
Yellow,2041,1546
Yellow,1951,1549
Yellow,1863,1544
Yellow,1769,1540
Yellow,1683,1538
Yellow,1596,1540
Yellow,1510,1544
Yellow,1418,1538
Yellow,2113,1944
Yellow,2223,1947
Yellow,2424,1962
Yellow,2021,1953
Yellow,1936,1942
Yellow,1852,1940
Yellow,1771,1938
Yellow,1671,1942
Yellow,1589,1938
Yellow,1512,1942
Yellow,1425,1936
Yellow,1200,1934
Yellow,1110,1934
Yellow,1024,1932
Yellow,1204,1542
Yellow,1206,1315
Yellow,1213,920
Yellow,1219,695
Yellow,1226,305
Yellow,1131,301
Yellow,1121,688
Yellow,1116,915
Yellow,1104,1305
Yellow,1110,1540
Yellow,1024,1309
Yellow,1016,1546
Yellow,922,1303
Yellow,939,1536
Yellow,843,1324
Yellow,1035,915
Yellow,950,913
Yellow,853,915
Yellow,770,902
Yellow,695,905
Yellow,607,896
Yellow,579,691
Yellow,682,691
Yellow,772,684
Yellow,864,691
Yellow,952,691
Yellow,1044,686
Yellow,1035,299
Yellow,947,297
Yellow,870,295
Yellow,778,299
Yellow,699,288
Yellow,596,290
Yellow,509,288
Yellow,430,284
Yellow,350,280
Yellow,271,271
Yellow,89,481
Yellow,85,571
Yellow,85,659
Yellow,79,751
Yellow,74,843
Yellow,74,926
Yellow,77,1014
Yellow,64,1099
Yellow,74,1193
Yellow,79,1273
Yellow,77,1358
Yellow,177,1521
Yellow,263,1568
Yellow,346,1621
Yellow,415,1668
Yellow,489,1713
Yellow,560,1765
Yellow,637,1808
Yellow,945,1925
