New_Res_2,791,1400,99,66,src/images/Outlines/Dorms/New_Res_2.png
New_Res_3,1241,1405,83,66,src/images/Outlines/Dorms/New_Res_3.png
New_Res_1,690,1093,99,66,src/images/Outlines/Dorms/New_Res_1.png
Apollo,661,1523,41,66,src/images/Outlines/Dorms/Apollo.png
Doolittle,1045,1136,49,66,src/images/Outlines/Dorms/Doolittle.png
